SB.spot,ACCESSION,refseq_gene_id,chromosome_number,chromosome_scaffold,stand,strat,end,gene_name,refseq_transcript_id
SB02005B2C01.f1,CK310345,100232683,2,NC_045000.1,+,130638582,130708131,MATN2,XM_030266459.2
SB02020A2B05.f1.A,CK317080,100230734,2,NC_045000.1,+,130750529,130773810,POP1,XM_030266461.2
SB02043B2B08.f1,CK307490,100225990,2,NC_045000.1,+,130903566,130909118,KCNS2,XM_030266464.2
SB02028B1F04.f1,CK315983,100225990,2,NC_045000.1,+,130903566,130909118,KCNS2,XM_030266464.2
SB03001B2C12.f1,DV945234,100225990,2,NC_045000.1,+,130903566,130909118,KCNS2,XM_030266465.2
SB02035A2A09.f1,CK312565,100227854,2,NC_045000.1,+,131136589,131562158,VPS13B,XM_030266479.2
SB02036A2G03.f1,CK312974,100232678,2,NC_045000.1,+,131675192,131712511,SPAG1,XM_030266496.2
SB02008B1H07.f1,CK311316,100229686,2,NC_045000.1,+,131774728,131717607,RNF19A,XM_030266499.2
SB02020A1E02.f1,CK316868,100226882,2,NC_045000.1,+,131856209,131835556,ANKRD46,XM_030266505.2
SB02042A1E01.f1.A,CK306911,100221059,2,NC_045000.1,+,131966833,131940468,YWHAZ,XM_030266508.2
SB03045B2A04.f1,DV959836,100218213,2,NC_045000.1,+,132043659,132036514,ZNF706,XM_030266510.2
SB02048B2H06.f1,CK309253,100218213,2,NC_045000.1,+,132043659,132036514,ZNF706,XM_030266511.2
SB02009B2E12.f1,CK311754,100218213,2,NC_045000.1,+,132043659,132036514,ZNF706,XM_030266511.2
SB02014A1C01.f2,CK303393,100223635,1,NC_044998.1,-,24764734,24730754,USF3,XM_030266515.2
SB03026B1D10.f1,DV953605,100228850,2,NC_045000.1,+,132508629,132423051,UBR5,XM_030266525.2
SB02030B1E02.f1,CK316391,100228850,2,NC_045000.1,+,132508629,132423051,UBR5,XM_030266525.2
SB020001000E01,CK301340,100218219,2,NC_045000.1,+,132638468,132657280,ATP6V1C1,XM_030266536.2
SB03008A2H11.f1,DV947530,100222044,2,NC_045000.1,+,132712147,132740391,FZD6,XM_030266539.2
SB03023A2G07.f1,DV952548,100228844,2,NC_045000.1,+,134027311,134367779,OXR1,XM_030266544.2
SB03040A1E11.f1,DV957895,100228844,2,NC_045000.1,+,134027311,134367779,OXR1,XM_030266556.2
SB010003000B03,CK234200,100228844,2,NC_045000.1,+,134027311,134367779,OXR1,XM_030266559.2
SB02043A2G12.f1,CK307373,100226887,2,NC_045000.1,+,134925776,134825941,RSPO2,XM_030266575.2
SB02025A1E02.f1,CK304651,100223993,2,NC_045000.1,+,134971900,134948937,EIF3E,XM_030266576.2
SB010019000F05,CK235629,100223993,2,NC_045000.1,+,134971900,134948937,EIF3E,XM_030266576.2
SB03036A2F06.f1,DV956586,100225921,2,NC_045000.1,+,135166857,135160631,TMEM74,XM_030266577.2
SB03023A2E04.f1,DV952526,100225921,2,NC_045000.1,+,135166857,135160631,TMEM74,XM_030266577.2
SB03007B2A06.f1,DV947292,100225921,2,NC_045000.1,+,135166857,135160631,TMEM74,XM_030266579.2
SB03009A1G06.f1,DV947775,100219203,2,NC_045000.1,+,135366091,135326081,SYBU,XM_030266583.2
SB02032B1A03.f2,CK314071,100226946,2,NC_045000.1,+,137803335,137590277,TRPS1,XM_030266589.2
SB02025B1A01.f1,CK304696,100218270,2,NC_045000.1,+,138332744,138311132,RAD21,XM_030266594.2
SB02018A1C09.f1,CK303573,115493984,2,NC_045000.1,+,138331709,138337174,LOC115493984,XM_030266596.2
SB02042A2F01.f1.A,CK307003,100219862,1,NC_044998.1,-,24823620,24819188,DUSP12,XM_030266598.2
SB02022A2H08.f1,CK304158,100219862,1,NC_044998.1,-,24823620,24819188,DUSP12,XM_030266598.2
SB03005B1C05.f1,DV946516,100219257,2,NC_045000.1,+,139376306,139305088,ENPP2,XM_030266607.2
SB02043B1H05.f1,CK307464,100219257,2,NC_045000.1,+,139376306,139305088,ENPP2,XM_030266607.2
SB03024A1F09.f1,DV952799,100231745,2,NC_045000.1,+,139475819,139461773,DSCC1,XM_030266613.2
SB020002000G05,CK301276,100231745,2,NC_045000.1,+,139475819,139461773,DSCC1,XM_030266614.2
SB03010B2B10.f1,DV948341,100232664,2,NC_045000.1,-,139489039,139569040,DEPTOR,XM_030266615.2
SB02005A1E03.f1,CK310173,100230716,2,NC_045000.1,+,139865326,139753912,SNTB1,XM_030266624.2
SB03033A2A04.f1,DV955669,100224047,2,NC_045000.1,+,139722181,139691734,MRPL13,XM_030266625.2
SB02020B2G11.f1,CK317197,100224047,2,NC_045000.1,+,139722181,139691734,MRPL13,XM_030266625.2
SB02045B1H03.f1,CK308140,100225986,2,NC_045000.1,+,140595083,140669142,ZHX2,XM_030266641.2
SB03014A1C09.f1,DV949442,100226877,2,NC_045000.1,+,140753923,140743804,C2H8orf76,XM_030266646.2
SB010025000A01,CK235893,100227836,2,NC_045000.1,+,140819588,140833417,NTAQ1,XM_030266651.2
SB03032B2E03.f1,DV955544,100231684,2,NC_045000.1,+,140939166,140966138,FAM91A1,XM_030266655.2
SB02005A1B10.f1,CK310115,100231684,2,NC_045000.1,+,140939166,140966138,FAM91A1,XM_030266655.2
SB02029A1D04.f1,CK305376,100222071,1,NC_044998.1,+,25398315,25417030,WDR3,XM_030266661.2
SB02034B2H02.f1,CK306712,100225917,2,NC_045000.1,+,141202444,141149056,TMEM65,XM_030266664.2
SB02029A2A01.f1,CK305438,100231280,2,NC_045000.1,+,141391345,141264176,MTSS1,XM_030266670.2
SB010012000D11,CK234748,100231280,2,NC_045000.1,+,141391345,141264176,MTSS1,XM_030266672.2
SB02021B2F04.f1,CK317516,100229404,2,NC_045000.1,+,143480135,143335241,ASAP1,XM_030266689.2
SB02037A1G04.f1,CK313242,100229404,2,NC_045000.1,+,143480135,143335241,ASAP1,XM_030266690.2
SB010004001D02,CK234290,100232349,2,NC_045000.1,+,143329964,143234091,CYRIB,XM_030266699.2
SB02023B1A10.f1,CK304444,100232349,2,NC_045000.1,+,143329964,143234091,CYRIB,XM_030266701.2
SB02007B2F09.f1,CK311061,100222672,2,NC_045000.1,+,144084257,144161035,EFR3A,XM_030266704.2
SB03022B2F09.f1,DV952370,100232293,2,NC_045000.1,+,144401041,144209859,KCNQ3,XM_030266710.2
SB02040A2E02.f1,CK314703,100232293,2,NC_045000.1,+,144401041,144209859,KCNQ3,XM_030266710.2
SB02023B2D01.f1,CK304546,100232293,2,NC_045000.1,+,144401041,144209859,KCNQ3,XM_030266711.2
SB02019B2E06.f1,CK316820,100232293,2,NC_045000.1,+,144401041,144209859,KCNQ3,XM_030266711.2
SB02011B2H03.f1,CK312451,100223669,2,NC_045000.1,+,144479727,144445456,LRRC6,XM_030266715.2
SB02006B1E09.f1,CK310613,101233910,2,NC_045000.1,+,144504166,144481929,TMEM71,XM_030266721.2
SB02036B2H09.f1,CK313170,100226603,2,NC_045000.1,+,144507908,144564755,PHF20L1,XM_030266726.2
SB03007A2F02.f1,DV947164,100226603,2,NC_045000.1,+,144507908,144564755,PHF20L1,XM_030266727.2
SB03012B1F12.f1,DV948963,100226603,2,NC_045000.1,+,144507908,144564755,PHF20L1,XM_030266729.2
SB03045A1D10.f1,DV959619,100226603,2,NC_045000.1,+,144507908,144564755,PHF20L1,XM_030266730.2
SB02008B1H05.f1,CK311314,100217822,2,NC_045000.1,+,145815110,145904333,KHDRBS3,XM_030266743.2
SB02019B1H11.f1,CK316679,100225553,2,NC_045000.1,+,148256407,147809919,TRAPPC9,XM_030266748.2
SB03042B2E12.f1,DV958850,100219787,2,NC_045000.1,+,148322777,148266368,AGO2,XM_030266753.2
SB03010B2B11.f1,DV948342,100219787,2,NC_045000.1,+,148322777,148266368,AGO2,XM_030266753.2
SB03025A1E02.f2,DV953138,100221659,2,NC_045000.1,+,148520389,148332246,PTK2,XM_030266754.2
SB03018B2D08.f1,DV950969,100221659,2,NC_045000.1,+,148520389,148332246,PTK2,XM_030266757.2
SB02009A2E05.f1,CK311660,100218457,2,NC_045000.1,+,149985911,149536373,TSNARE1,XM_030266777.2
SB02039A2B08.f1,CK314333,100218457,2,NC_045000.1,+,149985911,149536373,TSNARE1,XM_030266779.2
SB02017B2G08.f1,CK303261,100226161,2,NC_045000.1,+,150154750,150439203,ADGRB1,XM_030266788.2
SB02037B1A11.f1,CK313360,100226161,2,NC_045000.1,+,150154750,150439203,ADGRB1,XM_030266792.2
SB02014B2H04.f1,CK302171,100230992,2,NC_045000.1,+,151001733,151027899,RHPN1,XM_030266800.2
SB010020000H07,CK235548,100224021,1,NC_044998.1,+,26340835,26282653,KPNA1,XM_030266812.2
SB03034A2B08.f1,DV956002,115494036,2,NC_045000.1,-,151350669,151372099,LOC115494036,XM_030266825.2
SB02024A1B02.f1,CK315122,115490573,2,NC_045000.1,+,151413754,151397893,EEF1D,XM_030266827.2
SB03011B2B11.f1,DV948680,115490573,2,NC_045000.1,+,151413754,151397893,EEF1D,XM_030266828.2
SB02033B1E10.f1,CK306245,115490573,2,NC_045000.1,+,151413754,151397893,EEF1D,XM_030266832.2
SB02026B1H03.f1,CK315711,115490573,2,NC_045000.1,+,151413754,151397893,EEF1D,XM_030266834.2
SB02038B2F07.f1,CK313853,115490573,2,NC_045000.1,+,151413754,151397893,EEF1D,XM_030266835.2
SB03017B2A01.f1,DV950580,100224347,2,NC_045000.1,+,151437854,151429527,TSTA3,XM_030266841.2
SB03048B2H12.f1,DV960946,100222640,2,NC_045000.1,+,896430,750071,MAP4,XM_030266884.2
SB03046B2G06.f1,DV960242,100232271,2,NC_045000.1,+,715226,746320,DHX30,XM_030266895.2
SB02031B1H04.f1,CK305924,100189976,1,NC_044998.1,+,18129387,18000659,FAM168A,XM_030266898.2
SB02028B2H01.f1,CK316093,105758954,2,NC_045000.1,+,1017786,1009987,LOC105758954,XM_030266902.2
SB03007A1F06.f1,DV947079,105758956,2,NC_045000.1,+,996808,981699,LOC105758956,XM_030266909.2
SB02040A1D10.f1,CK314615,100229325,2,NC_045000.1,+,713101,649868,SMARCC1,XM_030266911.2
SB03010A2A03.f1,DV948148,115494073,2,NC_045000.1,+,643157,636604,CSPG5,XM_030266925.2
SB02039A1B03.f1.A,CK314241,115494073,2,NC_045000.1,+,643157,636604,CSPG5,XM_030266927.2
SB03047B2B07.f1,DV960524,100226505,2,NC_045000.1,+,624396,609692,ELP6,XM_030266938.2
SB03010A1A06.f1,DV948065,100226505,2,NC_045000.1,+,624396,609692,ELP6,XM_030266938.2
SB02025A1A07.f1,CK304610,100190648,1,NC_044998.1,+,4070092,4055356,RNF121,XM_030266942.2
SB010011000E05,CK234582,100220050,2,NC_045000.1,+,23232433,23319705,ANKIB1,XM_030266951.2
SB02019A2D01.f1,CK316710,100220050,2,NC_045000.1,-,23232433,23319705,ANKIB1,XM_030266954.2
SB03030B2H04.f1,DV954927,100229620,2,NC_045000.1,+,23538918,23398472,CDK6,XM_030266963.2
SB03014B2D12.f1,DV949677,100229620,2,NC_045000.1,+,23538918,23398472,CDK6,XM_030266963.2
SB02016B1G09.f1,CK302777,100231174,2,NC_045000.1,+,38847138,38780267,TOP2B,XM_030266964.2
SB02023B2A02.f1,CK304515,100222548,2,NC_045000.1,+,39875337,40577121,RBMS3,XM_030266971.2
SB02019B1D08.f1,CK316631,100222548,2,NC_045000.1,+,39875337,40577121,RBMS3,XM_030266971.2
SB02026B2H01.f1,CK315805,100222548,2,NC_045000.1,+,39875337,40577121,RBMS3,XM_030266973.2
SB02036B1A05.f1,CK313017,100226892,1,NC_044998.1,+,26474250,26468249,NOP2,XM_030266974.2
SB02012B2C01.f1,CK301644,100221626,2,NC_045000.1,+,45745353,46038055,BBS9,XM_030266975.2
SB02047B1C01.f1,CK308761,100225434,2,NC_045000.1,+,46039556,46188026,BMPER,XM_030266977.2
SB02023A2E01.f1,CK304398,100225434,2,NC_045000.1,+,46039556,46188026,BMPER,XM_030266977.2
SB03021A1E05.f1,DV951738,100228312,2,NC_045000.1,+,45744991,45718378,NT5C3A,XM_030266980.2
SB02034A1F04.f1,CK306423,100220121,2,NC_045000.1,+,48300764,48159460,ARPP21,XM_030267024.1
SB02041B2E01.f1,CK306820,100220121,2,NC_045000.1,+,48300764,48159460,ARPP21,XM_030267031.2
SB02015B1H12.f1,CK302405,100232821,2,NC_045000.1,+,65949646,66249027,PHACTR1,XM_030267034.2
SB03046B2F05.f1.A,DV960229,100232821,2,NC_045000.1,+,65949646,66249027,PHACTR1,XM_030267049.2
SB02011A1D08.f1,CK312151,100232821,2,NC_045000.1,+,65949646,66249027,PHACTR1,XM_030267050.2
SB03021B1G07.f1,DV951942,100227610,2,NC_045000.1,+,77642300,77393874,TRIO,XM_030267063.2
SB02034A2G08.f1,CK306534,100227610,2,NC_045000.1,+,77642300,77393874,TRIO,XM_030267063.2
SB03047A1G04.f1,DV960324,100222816,2,NC_045000.1,+,76474558,76637158,MYO10,XM_030267071.2
SB02019B1H08.f1,CK316676,100221861,2,NC_045000.1,+,77061343,76846373,FBXL7,XM_030267076.2
SB02008B2E11.f1,CK311399,100229437,2,NC_045000.1,+,77381143,77355500,OTULINL,XM_030267089.2
SB02024A2D12.f1,CK315337,100232383,2,NC_045000.1,+,77344746,77333465,OTULIN,XM_030267101.2
SB03049A2G08.f1,DV961107,100232637,1,NC_044998.1,+,26501551,26474805,CHD4,XM_030267104.2
SB03034B1G06.f1,DV956101,100230302,2,NC_045000.1,+,1057830,1039770,KLHL18,XM_030267122.2
SB02017B2G03.f1,CK303256,100230302,2,NC_045000.1,+,1057830,1039770,KLHL18,XM_030267122.2
SB03040B1E08.f1,DV958056,100219200,2,NC_045000.1,+,132819719,133266220,RIMS2,XM_030267144.2
SB010001001G08,CK234897,100219200,2,NC_045000.1,+,132819719,133266220,RIMS2,XM_030267153.2
SB03028A2D05.f1.A,DV954079,100223019,1,NC_044998.1,+,26594580,26567621,ZNF384,XM_030267174.2
SB03029A2B09.f1,DV954394,100223055,2,NC_045000.1,+,132773461,132801433,DCAF13,XM_030267181.2
SB02044B2F02.f1,CK307868,100223055,2,NC_045000.1,+,132773461,132801433,DCAF13,XM_030267181.2
SB02027A2B05.f1,CK305165,100223055,2,NC_045000.1,+,132773461,132801433,DCAF13,XM_030267181.2
SB03020B2G06.f1,DV951670,100231692,2,NC_045000.1,+,132749514,132757468,CTHRC1,XM_030267184.2
SB02041A1D10.f1,CK314948,115494136,2,NC_045000.1,+,16594292,16612339,LOC115494136,XM_030267196.2
SB02021A1E08.f1,CK317230,100223019,1,NC_044998.1,+,26594580,26567621,ZNF384,XM_030267208.2
SB03012B1F10.f1,DV948961,100190019,3,NC_045001.1,+,34395792,34378880,AKIRIN2,XM_030267213.2
SB03044B1H07.f1,DV959483,100190118,3,NC_045001.1,+,67987345,68000413,TOMM20,XM_030267215.2
SB02040A2A04.f1,CK314665,100190118,3,NC_045001.1,+,67987345,68000413,TOMM20,XM_030267215.2
SB02039A1H11.f1,CK314313,100190118,3,NC_045001.1,+,67987345,68000413,TOMM20,XM_030267215.2
SB02034B1A08.f1,CK306554,100190118,3,NC_045001.1,+,67987345,68000413,TOMM20,XM_030267215.2
SB02046B2F09.f1,CK308552,100231507,3,NC_045001.1,+,92281247,92283587,GNMT,XM_030267217.2
SB02020A2E03.f1,CK316984,100190241,3,NC_045001.1,+,13859295,13794786,HPCAL1,XM_030267222.2
SB03048B2D08.f1.A,DV960898,100190384,3,NC_045001.1,+,31266861,31243116,HMGN3,XM_030267233.2
SB03006B2C06.f1.A,DV946959,100190384,3,NC_045001.1,+,31266861,31243116,HMGN3,XM_030267233.2
SB02033A1B01.f1,CK306029,100190384,3,NC_045001.1,+,31266861,31243116,HMGN3,XM_030267233.2
SB010008000E02,CK234486,100190417,3,NC_045001.1,+,88625824,88637310,DSTN,XM_030267235.2
SB02026A1A02.f1,CK315473,100190482,3,NC_045001.1,+,1629173,1616355,CTSB,XM_030267239.2
SB03026B1C11.f1,DV953595,100190501,3,NC_045001.1,+,81232945,81222566,MRPL14,XM_030267245.2
SB02024B1B04.f1,CK315215,100190696,1,NC_044998.1,+,5096111,5101629,ATP5PF,XM_030267246.2
SB02029A2F05.f1,CK305471,100190575,3,NC_045001.1,+,38057414,38052424,NDUFAF4,XM_030267248.2
SB03007A2F01.f1.A,DV947163,100190599,3,NC_045001.1,+,99437042,99442979,TATDN3,XM_030267249.2
SB03014B2D04.f1.A,DV949670,100222603,3,NC_045001.1,+,81924242,82064780,ZFAND3,XM_030267257.2
SB03001A1E12.f1,DV945023,100222603,3,NC_045001.1,+,81924242,82064780,ZFAND3,XM_030267257.2
SB02025B2B11.f1,CK304896,100222603,3,NC_045001.1,+,81924242,82064780,ZFAND3,XM_030267257.2
SB03040B2C04.f1,DV958119,100222603,3,NC_045001.1,+,81924242,82064780,ZFAND3,XM_030267258.2
SB02007A2H05.f1,CK310992,100222603,3,NC_045001.1,+,81924242,82064780,ZFAND3,XM_030267258.2
SB03003B2B11.f1,DV945909,100230729,1,NC_044998.1,+,26715016,26721301,GPR162,XM_030267262.2
SB02037A2C04.f1.A,CK313285,100230729,1,NC_044998.1,+,26715016,26721301,GPR162,XM_030267262.2
SB02048A2H01.f1,CK309085,100226991,3,NC_045001.1,+,19195849,19105349,ERICH1,XM_030267273.2
SB03027B1A05.f1,DV953802,115494248,1,NC_044998.1,+,26748265,26745829,CDCA3,XM_030267287.2
SB03008A2C01.f1,DV947478,100228827,3,NC_045001.1,+,19196053,19647352,DLGAP2,XM_030267290.2
SB02022A1E07.f1,CK303952,100228827,3,NC_045001.1,+,19196053,19647352,DLGAP2,XM_030267290.2
SB02041B2D01.f1,CK306808,100228827,3,NC_045001.1,+,19196053,19647352,DLGAP2,XM_030267298.2
SB02029B2C07.f1,CK305635,100230702,3,NC_045001.1,+,19694107,19803396,ARHGEF10,XM_030267314.2
SB02015A1F07.f1,CK302241,105759115,3,NC_045001.1,+,19811097,19838949,KBTBD11,XM_030267318.2
SB03011A2A06.f1,DV948489,100189979,3,NC_045001.1,+,22120370,22241048,MCPH1,XM_030267329.2
SB03003B2A07.f1,DV945894,100189979,3,NC_045001.1,-,22120370,22241048,MCPH1,XM_030267332.2
SB03047A1D02.f1,DV960289,101233948,3,NC_045001.1,+,22361171,22369443,TMEM14A,XM_030267335.2
SB03025A1H03.f2,DV953170,101233948,3,NC_045001.1,+,22361171,22369443,TMEM14A,XM_030267335.2
SB02021A2B04.f1,CK317365,100230721,3,NC_045001.1,+,22552461,22513637,ELOVL5,XM_030267348.2
SB03015B1G04.f1,DV949919,100218278,3,NC_045001.1,+,22617513,22581554,GCLC,XM_030267351.2
SB02045B2A12.f1,CK308212,100218278,3,NC_045001.1,+,22617513,22581554,GCLC,XM_030267351.2
SB03034B2E07.f1,DV956149,100220225,3,NC_045001.1,+,23333056,23260157,HMGCLL1,XM_030267362.2
SB02023B2D03.f1,CK304548,100223103,3,NC_045001.1,+,23584323,23498461,COL21A1,XM_030267367.2
SB02026A1B02.f1,CK315485,100224936,3,NC_045001.1,+,24694855,24357225,KHDRBS2,XM_030267369.2
SB02037A1F09.f1,CK313235,100220229,3,NC_045001.1,+,25128439,25177014,PHF3,XM_030267373.2
SB02024B1C10.f1,CK315233,100219208,3,NC_045001.1,+,25105760,25119626,PTP4A1,XM_030267380.2
SB02011B2C02.f1,CK312395,100219208,3,NC_045001.1,+,25105760,25119626,PTP4A1,XM_030267380.2
SB02049A1A03.f1,CK309265,100220167,3,NC_045001.1,+,27633897,27567368,LMBRD1,XM_030267383.2
SB02007A2A07.f1,CK310943,100224952,3,NC_045001.1,+,27902823,27840700,COL9A1,XM_030267386.2
SB03038A2D12.f1,DV957267,100227848,3,NC_045001.1,+,27957652,28037780,FAM135A,XM_030267387.2
SB02019A2H05.f1,CK316755,100227848,3,NC_045001.1,+,27957652,28037780,FAM135A,XM_030267388.2
SB02004B2B09.f1,CK310025,100227848,3,NC_045001.1,+,27957652,28037780,FAM135A,XM_030267388.2
SB02027B1G09.f1,CK305134,100218225,1,NC_044998.1,+,26888476,26903909,CLSTN3,XM_030267390.2
SB02012B1E03.f1,CK301500,100218225,1,NC_044998.1,+,26888476,26903909,CLSTN3,XM_030267390.2
SB010005001F08,CK235315,100218225,1,NC_044998.1,+,26888476,26903909,CLSTN3,XM_030267390.2
SB03005B1G11.f1,DV946566,100230653,3,NC_045001.1,+,28178645,28159329,B3GAT2,XM_030267392.2
SB02046A1B08.f1,CK308250,100227834,3,NC_045001.1,+,28069649,28159607,SMAP1,XM_030267393.2
SB02004B2A04.f1,CK310010,100229798,3,NC_045001.1,+,28317476,28302534,OGFRL1,XM_030267394.2
SB03005A2C07.f1,DV946436,100230667,3,NC_045001.1,+,28426656,28405443,ASRGL1,XM_030267397.2
SB010005001H10,CK235336,100227938,1,NC_044998.1,+,26916116,26927270,PEX5,XM_030267427.2
SB02013B1A05.f1,CK301772,100218218,3,NC_045001.1,+,28492005,28789826,RIMS1,XM_030267432.2
SB03004A2F09.f1,DV946128,100218265,3,NC_045001.1,-,28901150,29176488,KCNQ5,XM_030267452.2
SB02008B1F09.f1,CK311300,100224044,3,NC_045001.1,-,29210985,29204175,CGAS,XM_030267455.2
SB020002000H01,CK301284,100223995,3,NC_045001.1,+,29231951,29227547,EEF1A1,XM_030267456.2
SB03015B2B12.f1,DV949953,100223041,3,NC_045001.1,+,29275192,29251909,SLC17A5,XM_030267457.2
SB03009B1E07.f1,DV947931,100231679,3,NC_045001.1,+,29291072,29362416,CD109,XM_030267458.2
SB02011B1D06.f1,CK312236,100226890,3,NC_045001.1,+,29916768,29818501,COL12A1,XM_030267463.2
SB03017B2D02.f1,DV950613,100220242,3,NC_045001.1,+,30056237,29954113,FILIP1,XM_030267468.2
SB010007000D01,CK234430,100223124,3,NC_045001.1,+,30173130,30273700,MYO6,XM_030267471.2
SB010024000D03.A,CK235841,100223124,3,NC_045001.1,+,30173130,30273700,MYO6,XM_030267472.2
SB02014A2E11.f2,CK303512,751996,3,NC_045001.1,+,30651973,30612695,HTR1B,XM_030267482.2
SB03023B2E03.f1,DV952698,105759111,3,NC_045001.1,+,30669746,30800250,MEI4,XM_030267487.2
SB02030A2B10.f1,CK316297,100225915,3,NC_045001.1,+,31227786,31121873,PHIP,XM_030267488.2
SB03018A1C04.f1,DV950688,100225915,3,NC_045001.1,+,31227786,31121873,PHIP,XM_030267489.2
SB02035A1F05.f1,CK312552,100223984,3,NC_045001.1,+,31521820,31551562,TTK,XM_030267499.2
SB03005A1F08.f1.A,DV946384,100229803,3,NC_045001.1,+,31602003,31712074,BCKDHB,XM_030267500.2
SB03011A1G04.f1,DV948467,100223113,3,NC_045001.1,+,32279406,32272045,TENT5A,XM_030267501.2
SB03047B1C01.f1,DV960445,100231744,3,NC_045001.1,+,32483546,32427792,IBTK,XM_030267504.2
SB03029A2H11.f1,DV954462,100231744,3,NC_045001.1,+,32483546,32427792,IBTK,XM_030267504.2
SB03016B1F04.f1,DV950216,100222102,3,NC_045001.1,+,32508084,32515132,TPBG,XM_030267506.2
SB03034B1D09.f1,DV956077,100222102,3,NC_045001.1,+,32508084,32515132,TPBG,XM_030267507.2
SB03015B1G10.f1,DV949922,100222102,3,NC_045001.1,+,32508084,32515132,TPBG,XM_030267507.2
SB02021B2B09.f1,CK317476,100222102,3,NC_045001.1,+,32508084,32515132,TPBG,XM_030267507.2
SB03004B1D09.f1,DV946194,100225010,3,NC_045001.1,+,32748144,32670690,UBE3D,XM_030267508.2
SB03014B1G04.f1,DV949621,100219269,3,NC_045001.1,+,32980992,32825502,ME1,XM_030267522.2
SB03047A1D03.f1,DV960290,100227837,3,NC_045001.1,+,33150951,33178735,LOC100227837,XM_030267535.2
SB03040A1A01.f1,DV957841,100223987,3,NC_045001.1,+,33268033,33223928,CEP162,XM_030267536.2
SB02045A2F12.f1,CK308049,100223987,3,NC_045001.1,-,33268033,33223928,CEP162,XM_030267538.2
SB02006B2B10.f1,CK310759,100223987,3,NC_045001.1,+,33268033,33223928,CEP162,XM_030267540.2
SB02031A1A11.f1,CK305734,100219259,3,NC_045001.1,+,33814679,33768277,SNX14,XM_030267546.2
SB02013A2B06.f1,CK301845,100219259,3,NC_045001.1,+,33814679,33768277,SNX14,XM_030267549.2
SB02032B2G01.f2,CK314204,100219259,3,NC_045001.1,+,33814679,33768277,SNX14,XM_030267550.2
SB03033B2F04.f1,DV955890,100231749,3,NC_045001.1,-,33741534,33767590,NT5E,XM_030267551.2
SB010012000D04,CK234744,100224413,3,NC_045001.1,+,33854590,33828185,SYNCRIP,XM_030267552.2
SB03045B1H09.f1,DV959829,100224413,3,NC_045001.1,+,33854590,33828185,SYNCRIP,XM_030267553.2
SB03024A2D01.f1,DV952860,100224413,3,NC_045001.1,+,33854590,33828185,SYNCRIP,XM_030267553.2
SB03019A2C09.f1,DV951130,100224413,3,NC_045001.1,+,33854590,33828185,SYNCRIP,XM_030267553.2
SB03006B2E06.f1,DV946980,100224413,3,NC_045001.1,+,33854590,33828185,SYNCRIP,XM_030267554.2
SB03050A2B03.f1,DV961386,100217661,3,NC_045001.1,+,34249890,34252476,SMIM8,XM_030267560.2
SB03008A1A03.f1,DV947377,100217661,3,NC_045001.1,+,34249890,34252476,SMIM8,XM_030267560.2
SB02041A2E01.f1,CK315021,100223449,3,NC_045001.1,+,34339602,34309934,RARS2,XM_030267565.2
SB03009A2F01.f1,DV947851,100224350,3,NC_045001.1,+,34935624,34952481,PM20D2,XM_030267573.2
SB03031A2B05.f1,DV955038,100220583,3,NC_045001.1,+,35096498,35075502,RRAGD,XM_030267575.2
SB03026A2D07.f1.A,DV953536,100220583,3,NC_045001.1,+,35096498,35075502,RRAGD,XM_030267575.2
SB02039B1H11.f1,CK314451,100220583,3,NC_045001.1,+,35096498,35075502,RRAGD,XM_030267575.2
SB03018A1E11.f1,DV950714,100228217,3,NC_045001.1,+,35100899,35189213,ANKRD6,XM_030267577.2
SB02042B2F07.f1,CK307181,100223488,3,NC_045001.1,+,35283199,35190657,MDN1,XM_030267585.2
SB03021B2F06.f1,DV952018,100232114,3,NC_045001.1,+,35283693,35303848,CASP8AP2,XM_030267589.2
SB03024B1H09.f1,DV952998,100221443,3,NC_045001.1,+,35646010,35598864,MAP3K7,XM_030267600.2
SB03014A2F02.f1,DV949535,100221443,3,NC_045001.1,+,35646010,35598864,MAP3K7,XM_030267600.2
SB03022A1E05.f1,DV952096,100221443,3,NC_045001.1,+,35646010,35598864,MAP3K7,XM_030267603.2
